2017-04-22 20:32:57,382 [1]INFO  ASP.global_asax - ÏµÍ³Æô¶¯
2017-04-22 20:33:05,852 [12]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:05,864 [12]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_4_0_, this_.RoleID as RoleID2_4_0_, this_.MenuID as MenuID3_4_0_ FROM AppRoleMenu this_ WHERE this_.RoleID = @p0 ORDER BY this_.ID desc
2017-04-22 20:33:05,877 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,888 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,902 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,913 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,923 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,933 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,945 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,957 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,973 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,982 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,991 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,329 [12]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:06,338 [12]INFO  NHibernate.Loader.Loader - SELECT dept0_.ID as ID1_5_0_, dept0_.Code as Code2_5_0_, dept0_.Name as Name3_5_0_, dept0_.Type as Type4_5_0_, dept0_.AddTime as AddTim5_5_0_, dept0_.Sort as Sort6_5_0_, dept0_.Status as Status7_5_0_, dept0_.Comment as Commen8_5_0_, dept0_.PID as PID9_5_0_, dept0_.AddUserID as AddUs10_5_0_ FROM AppDept dept0_ WHERE dept0_.ID=@p0
2017-04-22 20:33:06,345 [12]INFO  NHibernate.Loader.Loader - SELECT role0_.ID as ID1_9_0_, role0_.Code as Code2_9_0_, role0_.Name as Name3_9_0_, role0_.Sort as Sort4_9_0_, role0_.Status as Status5_9_0_, role0_.Comment as Commen6_9_0_ FROM AppRole role0_ WHERE role0_.ID=@p0
2017-04-22 20:33:06,353 [12]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:06,361 [12]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:06,370 [12]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_4_0_, this_.RoleID as RoleID2_4_0_, this_.MenuID as MenuID3_4_0_ FROM AppRoleMenu this_ WHERE this_.RoleID = @p0 ORDER BY this_.ID desc
2017-04-22 20:33:06,379 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,389 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,399 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,408 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,414 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,426 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,434 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,442 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,452 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,458 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,464 [12]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,481 [10]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:06,490 [10]INFO  NHibernate.Loader.Loader - SELECT dept0_.ID as ID1_5_0_, dept0_.Code as Code2_5_0_, dept0_.Name as Name3_5_0_, dept0_.Type as Type4_5_0_, dept0_.AddTime as AddTim5_5_0_, dept0_.Sort as Sort6_5_0_, dept0_.Status as Status7_5_0_, dept0_.Comment as Commen8_5_0_, dept0_.PID as PID9_5_0_, dept0_.AddUserID as AddUs10_5_0_ FROM AppDept dept0_ WHERE dept0_.ID=@p0
2017-04-22 20:33:06,498 [10]INFO  NHibernate.Loader.Loader - SELECT role0_.ID as ID1_9_0_, role0_.Code as Code2_9_0_, role0_.Name as Name3_9_0_, role0_.Sort as Sort4_9_0_, role0_.Status as Status5_9_0_, role0_.Comment as Commen6_9_0_ FROM AppRole role0_ WHERE role0_.ID=@p0
2017-04-22 20:33:06,506 [10]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:06,514 [10]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:06,522 [10]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_4_0_, this_.RoleID as RoleID2_4_0_, this_.MenuID as MenuID3_4_0_ FROM AppRoleMenu this_ WHERE this_.RoleID = @p0 ORDER BY this_.ID desc
2017-04-22 20:33:06,532 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,541 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,550 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,559 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,567 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,576 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,584 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,591 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,599 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,605 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:06,610 [10]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:34:18,505 [6]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:34:18,528 [6]INFO  NHibernate.Loader.Loader - SELECT dept0_.ID as ID1_5_0_, dept0_.Code as Code2_5_0_, dept0_.Name as Name3_5_0_, dept0_.Type as Type4_5_0_, dept0_.AddTime as AddTim5_5_0_, dept0_.Sort as Sort6_5_0_, dept0_.Status as Status7_5_0_, dept0_.Comment as Commen8_5_0_, dept0_.PID as PID9_5_0_, dept0_.AddUserID as AddUs10_5_0_ FROM AppDept dept0_ WHERE dept0_.ID=@p0
2017-04-22 20:34:18,540 [6]INFO  NHibernate.Loader.Loader - SELECT role0_.ID as ID1_9_0_, role0_.Code as Code2_9_0_, role0_.Name as Name3_9_0_, role0_.Sort as Sort4_9_0_, role0_.Status as Status5_9_0_, role0_.Comment as Commen6_9_0_ FROM AppRole role0_ WHERE role0_.ID=@p0
2017-04-22 20:34:18,550 [6]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
